rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_disc,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend
1402,Kepler-364,c,Transit,2,59.98062700,0.00087900,-0.00087900,0,0.312000,,,0,,,,,,,,,,,,,,0.192,0.037,-0.037,0,,,,,0,1,0,18h46m16.78s,281.569933,+47d23m55.3s,47.398697,,,,,13.660,,0,0,Kepler-band,6108.00,125.00,-125.00,0,0,1.20,,,0,0,1.28,0.25,-0.25,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1403,Kepler-365,b,Transit,2,10.66490300,0.00006900,-0.00006900,0,0.098000,,,0,,,,,,,,,,,,,,0.182,0.087,-0.087,0,,,,,0,1,0,19h42m30.38s,295.626598,+49d07m49.6s,49.130436,,,,,14.651,,0,0,Kepler-band,6012.00,200.00,-200.00,0,0,0.99,,,0,0,1.05,0.49,-0.49,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1404,Kepler-365,c,Transit,2,17.78412900,0.00021500,-0.00021500,0,0.137000,,,0,,,,,,,,,,,,,,0.146,0.069,-0.069,0,,,,,0,1,0,19h42m30.38s,295.626598,+49d07m49.6s,49.130436,,,,,14.651,,0,0,Kepler-band,6012.00,200.00,-200.00,0,0,0.99,,,0,0,1.05,0.49,-0.49,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1405,Kepler-366,b,Transit,2,3.28195900,0.00002200,-0.00002200,0,0.045000,,,0,,,,,,,,,,,,,,0.130,0.059,-0.059,0,,,,,0,1,0,19h47m24.49s,296.852042,+49d05m04.0s,49.084446,,,,,14.842,,0,0,Kepler-band,6209.00,200.00,-200.00,0,0,1.05,,,0,0,1.05,0.47,-0.47,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1406,Kepler-366,c,Transit,2,12.51616000,0.00009500,-0.00009500,0,0.110000,,,0,,,,,,,,,,,,,,0.160,0.072,-0.072,0,,,,,0,1,0,19h47m24.49s,296.852042,+49d05m04.0s,49.084446,,,,,14.842,,0,0,Kepler-band,6209.00,200.00,-200.00,0,0,1.05,,,0,0,1.05,0.47,-0.47,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1407,Kepler-367,b,Transit,2,37.81572400,0.00027900,-0.00027900,0,0.201000,,,0,,,,,,,,,,,,,,0.116,0.014,-0.014,0,,,,,0,1,0,19h49m10.18s,297.292418,+49d58m53.9s,49.981632,,,,,12.879,,0,0,Kepler-band,4710.00,100.00,-100.00,0,0,0.75,,,0,0,0.69,0.04,-0.04,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1408,Kepler-367,c,Transit,2,53.57863700,0.00038200,-0.00038200,0,0.253000,,,0,,,,,,,,,,,,,,0.107,0.014,-0.014,0,,,,,0,1,0,19h49m10.18s,297.292418,+49d58m53.9s,49.981632,,,,,12.879,,0,0,Kepler-band,4710.00,100.00,-100.00,0,0,0.75,,,0,0,0.69,0.04,-0.04,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1409,Kepler-368,b,Transit,2,26.84768000,0.00032600,-0.00032600,0,0.186000,,,0,,,,,,,,,,,,,,0.291,0.081,-0.081,0,,,,,0,1,0,19h27m31.21s,291.880046,+45d23m16.6s,45.387936,,,,,12.848,,0,0,Kepler-band,5502.00,206.00,-206.00,0,0,0.71,,,0,0,2.02,0.56,-0.56,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1410,Kepler-368,c,Transit,2,72.37933400,0.00137000,-0.00137000,0,0.360000,,,0,,,,,,,,,,,,,,0.346,0.096,-0.096,0,,,,,0,1,0,19h27m31.21s,291.880046,+45d23m16.6s,45.387936,,,,,12.848,,0,0,Kepler-band,5502.00,206.00,-206.00,0,0,0.71,,,0,0,2.02,0.56,-0.56,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1411,Kepler-369,b,Transit,2,2.73275600,0.00000900,-0.00000900,0,0.030000,,,0,,,,,,,,,,,,,,0.101,0.005,-0.005,0,,,,,0,1,0,19h34m41.82s,293.674235,+47d54m30.5s,47.908467,,,,,15.673,,0,0,Kepler-band,3591.00,100.00,-100.00,0,0,0.54,,,0,0,0.47,0.01,-0.01,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1412,Kepler-369,c,Transit,2,14.87157200,0.00008300,-0.00008300,0,0.094000,,,0,,,,,,,,,,,,,,0.126,0.005,-0.005,0,,,,,0,1,0,19h34m41.82s,293.674235,+47d54m30.5s,47.908467,,,,,15.673,,0,0,Kepler-band,3591.00,100.00,-100.00,0,0,0.54,,,0,0,0.47,0.01,-0.01,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1413,Kepler-37,b,Transit,4,13.36730800,0.00005800,-0.00008500,0,0.100300,0.000800,-0.001100,0,,,,,88.630,0.300,-0.530,0,,,,,,0.027,0.005,-0.007,0,,,,,0,1,0,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,66.00,,,0,9.705,,0,0,Kepler-band,5417.00,75.00,-75.00,0,0,0.80,0.07,-0.07,0,0,0.77,0.03,-0.03,0,0,2014-05-14,,,,,2013,,,,,,,,,,,,,,
1414,Kepler-37,c,Transit,4,21.30188600,0.00004600,-0.00004400,0,0.136800,0.001100,-0.001400,0,,,,,89.070,0.190,-0.330,0,,,,,,0.066,0.006,-0.007,0,,,,,0,1,0,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,66.00,,,0,9.705,,0,0,Kepler-band,5417.00,75.00,-75.00,0,0,0.80,0.07,-0.07,0,0,0.77,0.03,-0.03,0,0,2014-05-14,,,,,2013,,,,,,,,,,,,,,
1415,Kepler-37,d,Transit,4,39.79218700,0.00004000,-0.00004300,0,0.207600,0.001600,-0.002200,0,,,,,89.335,0.043,-0.047,0,,,,,,0.178,0.010,-0.012,0,,,,,1,1,0,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,66.00,,,0,9.705,,0,0,Kepler-band,5417.00,75.00,-75.00,0,0,0.80,0.07,-0.07,0,0,0.77,0.03,-0.03,0,0,2014-05-14,,,,,2013,,,,,,,,,,,,,,
1416,Kepler-37,e,Transit Timing Variations,4,51.19600000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,66.00,,,0,9.705,,0,0,Kepler-band,5417.00,75.00,-75.00,0,0,0.80,0.07,-0.07,0,0,0.77,0.03,-0.03,0,0,2014-05-28,,,,,2014,,,,,,,,,,,,,,
1417,Kepler-370,b,Transit,2,4.57953000,0.00004100,-0.00004100,0,0.054000,,,0,,,,,,,,,,,,,,0.142,0.070,-0.070,0,,,,,0,1,0,19h28m41.07s,292.171121,+40d54m58.7s,40.916306,,,,,15.198,,0,0,Kepler-band,5852.00,200.00,-200.00,0,0,0.94,,,0,0,0.90,0.42,-0.42,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1418,Kepler-370,c,Transit,2,19.02293000,0.00017700,-0.00017700,0,0.140000,,,0,,,,,,,,,,,,,,0.170,0.079,-0.079,0,,,,,0,1,0,19h28m41.07s,292.171121,+40d54m58.7s,40.916306,,,,,15.198,,0,0,Kepler-band,5852.00,200.00,-200.00,0,0,0.94,,,0,0,0.90,0.42,-0.42,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1419,Kepler-371,b,Transit,2,34.76327800,0.00035100,-0.00035100,0,0.200000,,,0,,,,,,,,,,,,,,0.169,0.046,-0.046,0,,,,,0,1,0,19h29m18.35s,292.326464,+38d39m27.3s,38.657588,,,,,13.865,,0,0,Kepler-band,5666.00,146.00,-146.00,0,0,0.94,,,0,0,0.99,0.25,-0.25,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1420,Kepler-371,c,Transit,2,67.96801500,0.00107000,-0.00107000,0,0.313000,,,0,,,,,,,,,,,,,,0.159,0.040,-0.040,0,,,,,0,1,0,19h29m18.35s,292.326464,+38d39m27.3s,38.657588,,,,,13.865,,0,0,Kepler-band,5666.00,146.00,-146.00,0,0,0.94,,,0,0,0.99,0.25,-0.25,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1421,Kepler-372,b,Transit,3,6.84969200,0.00013400,-0.00013400,0,0.075000,,,0,,,,,,,,,,,,,,0.121,0.053,-0.053,0,,,,,0,1,0,19h25m01.49s,291.256195,+49d15m32.2s,49.258953,,,,,14.881,,0,0,Kepler-band,6509.00,200.00,-200.00,0,0,1.15,,,0,0,1.14,0.49,-0.49,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1422,Kepler-372,c,Transit,3,20.05376300,0.00019000,-0.00019000,0,0.154000,,,0,,,,,,,,,,,,,,0.186,0.080,-0.080,0,,,,,0,1,0,19h25m01.49s,291.256195,+49d15m32.2s,49.258953,,,,,14.881,,0,0,Kepler-band,6509.00,200.00,-200.00,0,0,1.15,,,0,0,1.14,0.49,-0.49,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1423,Kepler-372,d,Transit,3,30.09256800,0.00068000,-0.00068000,0,0.201000,,,0,,,,,,,,,,,,,,0.151,0.065,-0.065,0,,,,,0,1,0,19h25m01.49s,291.256195,+49d15m32.2s,49.258953,,,,,14.881,,0,0,Kepler-band,6509.00,200.00,-200.00,0,0,1.15,,,0,0,1.14,0.49,-0.49,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1424,Kepler-373,b,Transit,2,5.53530900,0.00002900,-0.00002900,0,0.060000,,,0,,,,,,,,,,,,,,0.121,0.060,-0.060,0,,,,,0,1,0,19h17m33.12s,289.387993,+50d35m49.4s,50.597050,,,,,14.514,,0,0,Kepler-band,5787.00,200.00,-200.00,0,0,0.87,,,0,0,0.84,0.42,-0.42,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1425,Kepler-373,c,Transit,2,16.72594800,0.00022700,-0.00022700,0,0.126000,,,0,,,,,,,,,,,,,,0.111,0.055,-0.055,0,,,,,0,1,0,19h17m33.12s,289.387993,+50d35m49.4s,50.597050,,,,,14.514,,0,0,Kepler-band,5787.00,200.00,-200.00,0,0,0.87,,,0,0,0.84,0.42,-0.42,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1426,Kepler-374,b,Transit,3,1.89780600,0.00001100,-0.00001100,0,0.029000,,,0,,,,,,,,,,,,,,0.092,0.048,-0.048,0,,,,,0,1,0,19h36m33.10s,294.137930,+42d22m13.8s,42.370502,,,,,14.686,,0,0,Kepler-band,5977.00,200.00,-200.00,0,0,0.84,,,0,0,0.91,0.47,-0.47,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1427,Kepler-374,c,Transit,3,3.28280700,0.00002000,-0.00002000,0,0.042000,,,0,,,,,,,,,,,,,,0.098,0.051,-0.051,0,,,,,0,1,0,19h36m33.10s,294.137930,+42d22m13.8s,42.370502,,,,,14.686,,0,0,Kepler-band,5977.00,200.00,-200.00,0,0,0.84,,,0,0,0.91,0.47,-0.47,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1428,Kepler-374,d,Transit,3,5.02821900,0.00004000,-0.00004000,0,0.056000,,,0,,,,,,,,,,,,,,0.117,0.062,-0.062,0,,,,,0,1,0,19h36m33.10s,294.137930,+42d22m13.8s,42.370502,,,,,14.686,,0,0,Kepler-band,5977.00,200.00,-200.00,0,0,0.84,,,0,0,0.91,0.47,-0.47,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1429,Kepler-375,b,Transit,2,12.12593400,0.00020400,-0.00020400,0,0.101000,,,0,,,,,,,,,,,,,,0.129,0.045,-0.045,0,,,,,0,1,0,19h14m28.30s,288.617907,+48d05m54.3s,48.098416,,,,,15.699,,0,0,Kepler-band,5826.00,200.00,-200.00,0,0,0.89,,,0,0,0.84,0.29,-0.29,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1430,Kepler-375,c,Transit,2,19.98632600,0.00018400,-0.00018400,0,0.141000,,,0,,,,,,,,,,,,,,0.236,0.086,-0.086,0,,,,,0,1,0,19h14m28.30s,288.617907,+48d05m54.3s,48.098416,,,,,15.699,,0,0,Kepler-band,5826.00,200.00,-200.00,0,0,0.89,,,0,0,0.84,0.29,-0.29,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1431,Kepler-376,b,Transit,2,4.92019900,0.00007300,-0.00007300,0,0.057000,,,0,,,,,,,,,,,,,,0.095,0.020,-0.020,0,,,,,0,1,0,19h26m25.72s,291.607165,+38d24m37.4s,38.410386,,,,,13.776,,0,0,Kepler-band,5900.00,100.00,-100.00,0,0,1.05,,,0,0,1.18,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1432,Kepler-376,c,Transit,2,14.17232700,0.00010800,-0.00010800,0,0.115000,,,0,,,,,,,,,,,,,,0.160,0.032,-0.032,0,,,,,0,1,0,19h26m25.72s,291.607165,+38d24m37.4s,38.410386,,,,,13.776,,0,0,Kepler-band,5900.00,100.00,-100.00,0,0,1.05,,,0,0,1.18,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1433,Kepler-377,b,Transit,2,12.50952900,0.00025700,-0.00025700,0,0.109000,,,0,,,,,,,,,,,,,,0.124,0.024,-0.024,0,,,,,0,1,0,19h41m41.28s,295.422002,+38d44m08.5s,38.735691,,,,,13.860,,0,0,Kepler-band,5949.00,128.00,-128.00,0,0,0.88,,,0,0,1.22,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1434,Kepler-377,c,Transit,2,27.01497600,0.00034700,-0.00034700,0,0.182000,,,0,,,,,,,,,,,,,,0.184,0.035,-0.035,0,,,,,0,1,0,19h41m41.28s,295.422002,+38d44m08.5s,38.735691,,,,,13.860,,0,0,Kepler-band,5949.00,128.00,-128.00,0,0,0.88,,,0,0,1.22,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1435,Kepler-378,b,Transit,2,16.09236100,0.00007300,-0.00007300,0,0.112000,,,0,,,,,,,,,,,,,,0.067,0.013,-0.013,0,,,,,0,1,0,19h39m47.66s,294.948588,+46d26m19.1s,46.438641,,,,,12.485,,0,0,Kepler-band,4661.00,100.00,-100.00,0,0,0.96,,,0,0,0.67,0.04,-0.04,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1436,Kepler-378,c,Transit,2,28.90600900,0.00021600,-0.00021600,0,0.166000,,,0,,,,,,,,,,,,,,0.062,0.004,-0.004,0,,,,,0,1,0,19h39m47.66s,294.948588,+46d26m19.1s,46.438641,,,,,12.485,,0,0,Kepler-band,4661.00,100.00,-100.00,0,0,0.96,,,0,0,0.67,0.04,-0.04,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1437,Kepler-379,b,Transit,2,20.09838000,0.00018000,-0.00018000,0,0.152000,,,0,,,,,,,,,,,,,,0.148,0.028,-0.028,0,,,,,0,1,0,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,,,,,13.358,,0,0,Kepler-band,6054.00,100.00,-100.00,0,0,1.08,,,0,0,1.31,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1438,Kepler-379,c,Transit,2,62.78469700,0.00066100,-0.00066100,0,0.326000,,,0,,,,,,,,,,,,,,0.204,0.038,-0.038,0,,,,,0,1,0,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,,,,,13.358,,0,0,Kepler-band,6054.00,100.00,-100.00,0,0,1.08,,,0,0,1.31,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1439,Kepler-38,b,Transit,1,105.59900000,0.03800000,-0.05300000,0,0.463200,0.008200,-0.009200,0,0.032000,,,1,89.442,0.030,-0.026,0,0.38400,,,1,Mass,0.384,0.010,-0.010,0,,,,,0,1,0,19h07m19.28s,286.830353,+42d16m45.1s,42.279205,600.00,,,0,13.941,,0,0,Kepler-band,5623.00,50.00,-50.00,0,0,0.94,0.06,-0.06,0,0,1.75,0.03,-0.03,0,0,2014-05-14,0.38400,,,1,2012,4.40,G4 V,,0,0,,,,,,,,,
1440,Kepler-380,b,Transit,2,3.93082100,0.00003800,-0.00003800,0,0.050000,,,0,,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,0,1,0,18h49m34.71s,282.394616,+48d45m32.9s,48.759140,,,,,13.652,,0,0,Kepler-band,6045.00,147.00,-147.00,0,0,1.05,,,0,0,1.22,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1441,Kepler-380,c,Transit,2,7.63000400,0.00007300,-0.00007300,0,0.078000,,,0,,,,,,,,,,,,,,0.113,0.025,-0.025,0,,,,,0,1,0,18h49m34.71s,282.394616,+48d45m32.9s,48.759140,,,,,13.652,,0,0,Kepler-band,6045.00,147.00,-147.00,0,0,1.05,,,0,0,1.22,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1442,Kepler-381,b,Transit,2,5.62902100,0.00002800,-0.00002800,0,0.066000,,,0,,,,,,,,,,,,,,0.088,0.020,-0.020,0,,,,,0,1,0,19h00m43.87s,285.182787,+43d49m51.9s,43.831089,,,,,10.421,,0,0,Kepler-band,6152.00,100.00,-100.00,0,0,1.34,,,0,0,1.57,0.35,-0.35,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1443,Kepler-381,c,Transit,2,13.39163500,0.00012900,-0.00012900,0,0.117000,,,0,,,,,,,,,,,,,,0.100,0.022,-0.022,0,,,,,0,1,0,19h00m43.87s,285.182787,+43d49m51.9s,43.831089,,,,,10.421,,0,0,Kepler-band,6152.00,100.00,-100.00,0,0,1.34,,,0,0,1.57,0.35,-0.35,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1444,Kepler-382,b,Transit,2,5.26215500,0.00004700,-0.00004700,0,0.055000,,,0,,,,,,,,,,,,,,0.118,0.056,-0.056,0,,,,,0,1,0,19h56m32.68s,299.136166,+45d52m11.8s,45.869934,,,,,14.623,,0,0,Kepler-band,5600.00,200.00,-200.00,0,0,0.80,,,0,0,0.94,0.45,-0.45,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1445,Kepler-382,c,Transit,2,12.16270100,0.00010900,-0.00010900,0,0.097000,,,0,,,,,,,,,,,,,,0.142,0.069,-0.069,0,,,,,0,1,0,19h56m32.68s,299.136166,+45d52m11.8s,45.869934,,,,,14.623,,0,0,Kepler-band,5600.00,200.00,-200.00,0,0,0.80,,,0,0,0.94,0.45,-0.45,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1446,Kepler-383,b,Transit,2,12.90453200,0.00012100,-0.00012100,0,0.095000,,,0,,,,,,,,,,,,,,0.118,0.046,-0.046,0,,,,,0,1,0,19h25m22.22s,291.342584,+38d21m47.3s,38.363134,,,,,15.070,,0,0,Kepler-band,4710.00,200.00,-200.00,0,0,0.67,,,0,0,0.67,0.27,-0.27,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1447,Kepler-383,c,Transit,2,31.20075100,0.00035400,-0.00035400,0,0.172000,,,0,,,,,,,,,,,,,,0.111,0.044,-0.044,0,,,,,0,1,0,19h25m22.22s,291.342584,+38d21m47.3s,38.363134,,,,,15.070,,0,0,Kepler-band,4710.00,200.00,-200.00,0,0,0.67,,,0,0,0.67,0.27,-0.27,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1448,Kepler-384,b,Transit,2,22.59705300,0.00024300,-0.00024300,0,0.148000,,,0,,,,,,,,,,,,,,0.100,0.029,-0.029,0,,,,,0,1,0,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,,,,,13.584,,0,0,Kepler-band,5577.00,145.00,-145.00,0,0,0.76,,,0,0,0.88,0.25,-0.25,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1449,Kepler-384,c,Transit,2,45.34826900,0.00077900,-0.00077900,0,0.236000,,,0,,,,,,,,,,,,,,0.101,0.029,-0.029,0,,,,,0,1,0,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,,,,,13.584,,0,0,Kepler-band,5577.00,145.00,-145.00,0,0,0.76,,,0,0,0.88,0.25,-0.25,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1450,Kepler-385,b,Transit,2,10.04368600,0.00012800,-0.00012800,0,0.097000,,,0,,,,,,,,,,,,,,0.244,0.123,-0.123,0,,,,,0,1,0,19h37m21.24s,294.338483,+50d20m11.6s,50.336544,,,,,15.212,,0,0,Kepler-band,6326.00,250.00,-250.00,0,0,1.09,,,0,0,1.13,0.56,-0.56,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1451,Kepler-385,c,Transit,2,15.16316100,0.00026900,-0.00026900,0,0.127000,,,0,,,,,,,,,,,,,,0.271,0.139,-0.139,0,,,,,0,1,0,19h37m21.24s,294.338483,+50d20m11.6s,50.336544,,,,,15.212,,0,0,Kepler-band,6326.00,250.00,-250.00,0,0,1.09,,,0,0,1.13,0.56,-0.56,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1452,Kepler-386,b,Transit,2,12.31043000,0.00021800,-0.00021800,0,0.096000,,,0,,,,,,,,,,,,,,0.124,0.073,-0.073,0,,,,,0,1,0,19h19m26.13s,289.858871,+48d41m37.9s,48.693855,,,,,15.629,,0,0,Kepler-band,5178.00,200.00,-200.00,0,0,0.74,,,0,0,0.77,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1453,Kepler-386,c,Transit,2,25.19345800,0.00034200,-0.00034200,0,0.155000,,,0,,,,,,,,,,,,,,0.141,0.079,-0.079,0,,,,,0,1,0,19h19m26.13s,289.858871,+48d41m37.9s,48.693855,,,,,15.629,,0,0,Kepler-band,5178.00,200.00,-200.00,0,0,0.74,,,0,0,0.77,0.43,-0.43,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1454,Kepler-387,b,Transit,2,6.79163600,0.00009400,-0.00009400,0,0.068000,,,0,,,,,,,,,,,,,,0.092,0.021,-0.021,0,,,,,0,1,0,19h11m11.56s,287.798184,+45d39m24.2s,45.656715,,,,,13.987,,0,0,Kepler-band,5774.00,154.00,-154.00,0,0,1.03,,,0,0,1.05,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1455,Kepler-387,c,Transit,2,11.83754900,0.00032900,-0.00032900,0,0.098000,,,0,,,,,,,,,,,,,,0.079,0.020,-0.020,0,,,,,0,1,0,19h11m11.56s,287.798184,+45d39m24.2s,45.656715,,,,,13.987,,0,0,Kepler-band,5774.00,154.00,-154.00,0,0,1.03,,,0,0,1.05,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1456,Kepler-388,b,Transit,2,3.17331500,0.00001800,-0.00001800,0,0.036000,,,0,,,,,,,,,,,,,,0.072,0.009,-0.009,0,,,,,0,1,0,18h59m18.73s,284.828038,+44d36m31.4s,44.608730,,,,,14.993,,0,0,Kepler-band,4498.00,200.00,-200.00,0,0,0.59,,,0,0,0.59,0.07,-0.07,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1457,Kepler-388,c,Transit,2,13.29700400,0.00018500,-0.00018500,0,0.093000,,,0,,,,,,,,,,,,,,0.077,0.010,-0.010,0,,,,,0,1,0,18h59m18.73s,284.828038,+44d36m31.4s,44.608730,,,,,14.993,,0,0,Kepler-band,4498.00,200.00,-200.00,0,0,0.59,,,0,0,0.59,0.07,-0.07,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1458,Kepler-389,b,Transit,2,3.24410700,0.00003000,-0.00003000,0,0.041000,,,0,,,,,,,,,,,,,,0.135,0.069,-0.069,0,,,,,0,1,0,19h27m50.40s,291.960005,+44d54m00.1s,44.900024,,,,,15.770,,0,0,Kepler-band,5376.00,250.00,-250.00,0,0,0.78,,,0,0,0.79,0.40,-0.40,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1459,Kepler-389,c,Transit,2,14.51143000,0.00030500,-0.00030500,0,0.110000,,,0,,,,,,,,,,,,,,0.130,0.067,-0.067,0,,,,,0,1,0,19h27m50.40s,291.960005,+44d54m00.1s,44.900024,,,,,15.770,,0,0,Kepler-band,5376.00,250.00,-250.00,0,0,0.78,,,0,0,0.79,0.40,-0.40,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1460,Kepler-39,b,Transit,1,21.08721000,0.00003700,-0.00003700,0,0.164000,0.003000,-0.003000,0,0.112000,0.057000,-0.057000,0,89.070,0.220,-0.220,0,20.10000,1.30000,-1.30000,0,Mass,1.240,0.090,-0.100,0,13.00000,3.00000,-2.20000,0,0,1,0,19h47m50.46s,296.960265,+46d02m03.5s,46.034298,1200.00,250.00,-250.00,0,14.460,,0,0,V (Johnson),6350.00,100.00,-100.00,0,0,1.29,0.06,-0.07,0,0,1.40,0.10,-0.10,0,0,2015-01-29,20.10000,1.30000,-1.30000,0,2011,3.70,F7 V,,0,0,,,,,0,,,,
1461,Kepler-390,b,Transit,2,6.73808800,0.00006700,-0.00006700,0,0.065000,,,0,,,,,,,,,,,,,,0.073,0.006,-0.006,0,,,,,0,1,0,19h26m30.91s,291.628777,+41d12m31.0s,41.208603,,,,,13.942,,0,0,Kepler-band,5166.00,100.00,-100.00,0,0,0.67,,,0,0,0.78,0.05,-0.05,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1462,Kepler-390,c,Transit,2,13.06002200,0.00025700,-0.00025700,0,0.101000,,,0,,,,,,,,,,,,,,0.070,0.007,-0.007,0,,,,,0,1,0,19h26m30.91s,291.628777,+41d12m31.0s,41.208603,,,,,13.942,,0,0,Kepler-band,5166.00,100.00,-100.00,0,0,0.67,,,0,0,0.78,0.05,-0.05,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1463,Kepler-391,b,Transit,2,7.41675500,0.00012900,-0.00012900,0,0.082000,,,0,,,,,,,,,,,,,,0.285,0.070,-0.070,0,,,,,0,1,0,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,,,,,13.007,,0,0,Kepler-band,4940.00,100.00,-100.00,0,0,1.22,,,0,0,3.57,0.85,-0.85,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1464,Kepler-391,c,Transit,2,20.48543500,0.00039300,-0.00039300,0,0.161000,,,0,,,,,,,,,,,,,,0.316,0.077,-0.077,0,,,,,0,1,0,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,,,,,13.007,,0,0,Kepler-band,4940.00,100.00,-100.00,0,0,1.22,,,0,0,3.57,0.85,-0.85,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
