rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_disc,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend
1465,Kepler-392,b,Transit,2,5.34185300,0.00005500,-0.00005500,0,0.059000,,,0,,,,,,,,,,,,,,0.089,0.019,-0.019,0,,,,,0,1,0,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,,,,,13.455,,0,0,Kepler-band,5938.00,226.00,-226.00,0,0,1.13,,,0,0,1.13,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1466,Kepler-392,c,Transit,2,10.42311800,0.00008700,-0.00008700,0,0.093000,,,0,,,,,,,,,,,,,,0.098,0.021,-0.021,0,,,,,0,1,0,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,,,,,13.455,,0,0,Kepler-band,5938.00,226.00,-226.00,0,0,1.13,,,0,0,1.13,0.23,-0.23,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1467,Kepler-393,b,Transit,2,9.18241700,0.00009600,-0.00009600,0,0.091000,,,0,,,,,,,,,,,,,,0.115,0.022,-0.022,0,,,,,0,1,0,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,,,,,13.223,,0,0,Kepler-band,6189.00,100.00,-100.00,0,0,1.32,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1468,Kepler-393,c,Transit,2,14.61361200,0.00023100,-0.00023100,0,0.124000,,,0,,,,,,,,,,,,,,0.119,0.028,-0.028,0,,,,,0,1,0,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,,,,,13.223,,0,0,Kepler-band,6189.00,100.00,-100.00,0,0,1.32,,,0,0,1.38,0.26,-0.26,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1469,Kepler-394,b,Transit,2,8.00501300,0.00009000,-0.00009000,0,0.083000,,,0,,,,,,,,,,,,,,0.143,0.073,-0.073,0,,,,,0,1,0,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,,,,,14.790,,0,0,Kepler-band,6402.00,200.00,-200.00,0,0,1.11,,,0,0,1.13,0.58,-0.58,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1470,Kepler-394,c,Transit,2,12.13068600,0.00018000,-0.00018000,0,0.110000,,,0,,,,,,,,,,,,,,0.148,0.077,-0.077,0,,,,,0,1,0,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,,,,,14.790,,0,0,Kepler-band,6402.00,200.00,-200.00,0,0,1.11,,,0,0,1.13,0.58,-0.58,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1471,Kepler-395,b,Transit,2,7.05434600,0.00007000,-0.00007000,0,0.061000,,,0,,,,,,,,,,,,,,0.092,0.007,-0.007,0,,,,,0,1,0,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,,,,,15.987,,0,0,Kepler-band,4262.00,100.00,-100.00,0,0,0.53,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1472,Kepler-395,c,Transit,2,34.98926200,0.00054300,-0.00054300,0,0.177000,,,0,,,,,,,,,,,,,,0.118,0.008,-0.008,0,,,,,0,1,0,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,,,,,15.987,,0,0,Kepler-band,4262.00,100.00,-100.00,0,0,0.53,,,0,0,0.56,0.02,-0.02,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1473,Kepler-396,b,Transit,2,42.99400000,,,0,,,,,,,,,,,,,0.23800,0.03700,-0.01800,0,Mass,0.312,0.114,-0.058,0,,,,,1,1,0,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,,,,,11.921,,0,0,Kepler-band,5384.00,,,0,0,0.85,0.13,-0.06,0,0,1.06,0.39,-0.20,0,0,2014-05-14,0.23800,0.03700,-0.01800,0,2013,,,,,,,,,,,,,,
1474,Kepler-396,c,Transit,2,88.50500000,,,0,,,,,,,,,,,,,0.05600,0.00900,-0.00400,0,Mass,0.473,0.174,-0.088,0,,,,,1,1,0,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,,,,,11.921,,0,0,Kepler-band,5384.00,,,0,0,0.85,0.13,-0.06,0,0,1.06,0.39,-0.20,0,0,2014-05-14,0.05600,0.00900,-0.00400,0,2013,,,,,,,,,,,,,,
1475,Kepler-397,b,Transit,2,22.25094900,0.00018600,-0.00018600,0,0.144000,,,0,,,,,,,,,,,,,,0.219,1.902,-1.902,0,,,,,0,1,0,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,,,,,15.996,,0,0,Kepler-band,5307.00,100.00,-100.00,0,0,,,,,,0.77,0.07,-0.07,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1476,Kepler-397,c,Transit,2,135.49852700,0.00066800,-0.00066800,0,0.480000,,,0,,,,,,,,,,,,,,0.551,0.050,-0.050,0,,,,,0,1,0,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,,,,,15.996,,0,0,Kepler-band,5307.00,100.00,-100.00,0,0,,,,,,0.77,0.07,-0.07,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1477,Kepler-398,b,Transit,2,4.08142300,0.00001100,-0.00001100,0,0.044000,,,0,,,,,,,,,,,,,,0.083,0.009,-0.009,0,,,,,0,1,0,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,,,,,13.256,,0,0,Kepler-band,4493.00,100.00,-100.00,0,0,,,,,,0.61,0.03,-0.03,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1478,Kepler-398,c,Transit,2,11.41941200,0.00004700,-0.00004700,0,0.087000,,,0,,,,,,,,,,,,,,0.090,0.010,-0.010,0,,,,,0,1,0,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,,,,,13.256,,0,0,Kepler-band,4493.00,100.00,-100.00,0,0,,,,,,0.61,0.03,-0.03,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1479,Kepler-399,b,Transit,3,14.42528100,0.00014400,-0.00014400,0,0.103000,,,0,,,,,,,,,,,,,,0.086,0.045,-0.045,0,,,,,0,1,0,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,,,,,14.467,,0,0,Kepler-band,5502.00,200.00,-200.00,0,0,,,,,,0.68,0.36,-0.36,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1480,Kepler-399,c,Transit,3,26.67569000,0.00017100,-0.00017100,0,0.155000,,,0,,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,0,1,0,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,,,,,14.467,,0,0,Kepler-band,5502.00,200.00,-200.00,0,0,,,,,,0.68,0.36,-0.36,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1481,Kepler-399,d,Transit,3,58.03461600,0.00036300,-0.00036300,0,0.261000,,,0,,,,,,,,,,,,,,0.169,0.090,-0.090,0,,,,,0,1,0,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,,,,,14.467,,0,0,Kepler-band,5502.00,200.00,-200.00,0,0,,,,,,0.68,0.36,-0.36,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1482,Kepler-4,b,Transit,1,3.21346000,0.00022000,-0.00022000,0,0.045600,0.000900,-0.000900,0,0.000000,,,0,89.760,0.240,-2.050,0,0.07700,0.01200,-0.01200,0,Mass,0.357,0.019,-0.019,0,1.91000,0.36000,-0.47000,0,0,1,0,19h02m27.68s,285.615322,+50d08m08.7s,50.135754,550.00,80.00,-80.00,0,12.700,0.422,0,0,V (Johnson),5857.00,120.00,-120.00,0,0,1.22,0.05,-0.09,0,0,1.49,0.07,-0.08,0,0,2014-05-14,0.07700,0.01200,-0.01200,0,2009,,,,,,0.354,0.111,-0.104,0,0,,,,
1483,Kepler-40,b,Transit,1,6.87349000,0.00064000,-0.00064000,0,0.080000,0.003000,-0.003000,0,0.000000,,,0,89.700,0.300,-0.100,0,2.20000,0.40000,-0.40000,0,Mass,1.170,0.040,-0.040,0,1.68000,0.53000,-0.43000,0,0,1,0,19h47m15.29s,296.813690,+47d31m35.8s,47.526608,2700.00,200.00,-200.00,0,14.588,,0,0,Kepler-band,6510.00,100.00,-100.00,0,0,1.48,0.06,-0.06,0,0,2.13,0.06,-0.06,0,0,2014-05-14,2.20000,0.40000,-0.40000,0,2010,3.50,F5 IV,,0,0,,,,,,,,,
1484,Kepler-400,b,Transit,2,9.02438900,0.00003400,-0.00003400,0,0.087000,,,0,,,,,,,,,,,,,,0.147,0.027,-0.027,0,,,,,0,1,0,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,,,,,13.642,,0,0,Kepler-band,5886.00,100.00,-100.00,0,0,,,,,,1.15,0.21,-0.21,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1485,Kepler-400,c,Transit,2,17.34082400,0.00010000,-0.00010000,0,0.134000,,,0,,,,,,,,,,,,,,0.133,0.025,-0.025,0,,,,,0,1,0,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,,,,,13.642,,0,0,Kepler-band,5886.00,100.00,-100.00,0,0,,,,,,1.15,0.21,-0.21,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1486,Kepler-401,b,Transit,2,14.38303500,0.00021100,-0.00021100,0,0.122000,,,0,,,,,,,,,,,,,,0.153,0.036,-0.036,0,,,,,0,1,0,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,,,,,13.312,,0,0,Kepler-band,6117.00,100.00,-100.00,0,0,,,,,,1.33,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1487,Kepler-401,c,Transit,2,47.31821800,0.00069500,-0.00069500,0,0.269000,,,0,,,,,,,,,,,,,,0.192,0.036,-0.036,0,,,,,0,1,0,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,,,,,13.312,,0,0,Kepler-band,6117.00,100.00,-100.00,0,0,,,,,,1.33,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1488,Kepler-402,b,Transit,4,4.02875100,0.00001900,-0.00001900,0,0.051000,,,0,,,,,,,,,,,,,,0.109,0.021,-0.021,0,,,,,0,1,0,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,,,,,13.268,,0,0,Kepler-band,6090.00,120.00,-120.00,0,0,,,,,,1.26,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1489,Kepler-402,c,Transit,4,6.12482100,0.00002600,-0.00002600,0,0.068000,,,0,,,,,,,,,,,,,,0.139,0.031,-0.031,0,,,,,0,1,0,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,,,,,13.268,,0,0,Kepler-band,6090.00,120.00,-120.00,0,0,,,,,,1.26,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1490,Kepler-402,d,Transit,4,8.92109900,0.00005600,-0.00005600,0,0.087000,,,0,,,,,,,,,,,,,,0.123,0.024,-0.024,0,,,,,0,1,0,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,,,,,13.268,,0,0,Kepler-band,6090.00,120.00,-120.00,0,0,,,,,,1.26,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1491,Kepler-402,e,Transit,4,11.24286100,0.00005900,-0.00005900,0,0.102000,,,0,,,,,,,,,,,,,,0.130,0.026,-0.026,0,,,,,0,1,0,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,,,,,13.268,,0,0,Kepler-band,6090.00,120.00,-120.00,0,0,,,,,,1.26,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1492,Kepler-403,b,Transit,2,7.03146200,0.00005100,-0.00005100,0,0.076000,,,0,,,,,,,,,,,,,,0.112,0.020,-0.020,0,,,,,0,1,0,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,,,,,12.805,,0,0,Kepler-band,6090.00,100.00,-100.00,0,0,,,,,,1.33,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1493,Kepler-403,c,Transit,2,54.28074900,0.00056200,-0.00056200,0,0.297000,,,0,,,,,,,,,,,,,,0.156,0.029,-0.029,0,,,,,0,1,0,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,,,,,12.805,,0,0,Kepler-band,6090.00,100.00,-100.00,0,0,,,,,,1.33,0.24,-0.24,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1494,Kepler-404,b,Transit,2,11.82985100,0.00020900,-0.00020900,0,0.102000,,,0,,,,,,,,,,,,,,0.113,0.049,-0.049,0,,,,,0,1,0,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,,,,,15.228,,0,0,Kepler-band,5654.00,200.00,-200.00,0,0,,,,,,0.88,0.33,-0.33,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1495,Kepler-404,c,Transit,2,14.75116600,0.00026100,-0.00026100,0,0.118000,,,0,,,,,,,,,,,,,,0.153,0.076,-0.076,0,,,,,0,1,0,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,,,,,15.228,,0,0,Kepler-band,5654.00,200.00,-200.00,0,0,,,,,,0.88,0.33,-0.33,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1496,Kepler-405,b,Transit,2,10.61383900,0.00011100,-0.00011100,0,0.095000,,,0,,,,,,,,,,,,,,0.186,0.088,-0.088,0,,,,,0,1,0,19h25m38.27s,291.409458,+38d20m24.1s,38.340030,,,,,15.855,,0,0,Kepler-band,5818.00,250.00,-250.00,0,0,,,,,,0.89,0.42,-0.42,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1497,Kepler-405,c,Transit,2,29.72668200,0.01147700,-0.01147700,0,0.188000,,,0,,,,,,,,,,,,,,0.416,2.378,-2.378,0,,,,,0,1,0,19h25m38.27s,291.409458,+38d20m24.1s,38.340030,,,,,15.855,,0,0,Kepler-band,5818.00,250.00,-250.00,0,0,,,,,,0.89,0.42,-0.42,0,0,2014-05-14,,,,,2014,,,,,,,,,,,,,,
1498,Kepler-406,b,Transit,2,2.42629000,,,0,,,,,,,,,,,,,0.02000,0.00400,-0.00400,0,Mass,0.128,0.003,-0.003,0,11.82000,2.70000,-2.70000,0,0,1,0,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,,,,,12.520,,0,0,Kepler-band,5538.00,75.00,-75.00,0,0,1.07,0.06,-0.06,0,0,1.07,0.02,-0.02,0,0,2014-05-14,0.02000,0.00400,-0.00400,0,2014,,,,,,,,,,,,,,
1499,Kepler-406,c,Transit,2,4.62332000,,,0,,,,,,,,,,,,,0.00900,0.00600,-0.00600,0,Mass,0.076,0.003,-0.003,0,24.39000,16.13000,-16.13000,0,0,1,0,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,,,,,12.520,,0,0,Kepler-band,5538.00,75.00,-75.00,0,0,1.07,0.06,-0.06,0,0,1.07,0.02,-0.02,0,0,2014-05-14,0.00900,0.00600,-0.00600,0,2014,,,,,,,,,,,,,,
1500,Kepler-407,b,Transit,2,0.66931000,,,0,,,,,,,,,,,,,0.00020,0.00380,-0.00380,0,Mass,0.095,0.002,-0.002,0,0.29000,5.70000,-5.70000,0,0,1,0,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,,,,,12.521,,0,0,Kepler-band,5476.00,75.00,-75.00,0,0,1.00,0.06,-0.06,0,0,1.01,0.07,-0.07,0,0,2014-05-14,0.00020,0.00380,-0.00380,0,2014,,,,,,,,,,,,,,
1501,Kepler-407,c,Radial Velocity,2,3000.00000000,500.00000000,-500.00000000,0,,,,,,,,,,,,,12.60000,6.30000,-6.30000,0,Mass,,,,,,,,,0,1,0,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,,,,,12.521,,0,0,Kepler-band,5476.00,75.00,-75.00,0,0,1.00,0.06,-0.06,0,0,1.01,0.07,-0.07,0,0,2014-05-14,12.60000,6.30000,-6.30000,0,2014,,,,,,,,,,,,,,
1502,Kepler-408,b,Transit,1,2.46502000,,,0,,,,,,,,,,,,,0.00200,0.01000,-0.01000,0,Mass,0.073,0.003,-0.003,0,4.42000,29.82000,-29.82000,0,0,1,0,18h59m08.68s,284.786175,+48d25m23.6s,48.423233,,,,,8.769,,0,0,Kepler-band,6104.00,74.00,-74.00,0,0,1.08,0.07,-0.07,0,0,1.23,0.03,-0.03,0,0,2014-05-14,0.00200,0.01000,-0.01000,0,2014,,,,,,,,,,,,,,
1503,Kepler-409,b,Transit,1,68.95840000,,,0,,,,,,,,,,,,,0.00800,0.02000,-0.02000,0,Mass,0.106,0.003,-0.003,0,8.88000,20.60000,-20.60000,0,0,1,0,19h34m43.01s,293.679190,+46d51m10.0s,46.852764,,,,,9.439,,0,0,Kepler-band,5460.00,75.00,-75.00,0,0,0.92,0.06,-0.06,0,0,0.89,0.02,-0.02,0,0,2014-05-14,0.00800,0.02000,-0.02000,0,2014,,,,,,,,,,,,,,
1504,Kepler-41,b,Transit,1,1.85555770,0.00000030,-0.00000030,0,0.023960,0.000810,-0.000800,0,,,,,82.214,0.090,-0.085,0,0.56000,0.09860,-0.09300,0,Mass,1.040,0.035,-0.035,0,0.70000,0.20000,-0.20000,0,0,1,0,19h38m03.17s,294.513229,+45d58m53.9s,45.981644,770.00,100.00,-100.00,0,14.465,,0,0,Kepler-band,5620.00,140.00,-140.00,0,0,1.12,0.07,-0.07,0,0,1.02,0.03,-0.03,0,0,2015-10-15,0.56000,0.09860,-0.09300,0,2011,4.20,G2 V,,0,0,,,,,0,,,,
1505,Kepler-410 A,b,Transit,1,17.83364800,0.00005400,-0.00005400,0,0.122600,0.004700,-0.004700,0,0.170000,0.100000,-0.050000,0,87.720,0.130,-0.150,0,,,,,,0.253,0.005,-0.005,0,,,,,0,1,0,18h52m36.17s,283.150698,+45d08m23.4s,45.139832,132.00,6.90,-6.90,0,9.364,,0,0,Kepler-band,6273.00,140.00,-140.00,0,0,1.21,0.03,-0.03,0,0,1.35,0.01,-0.01,0,0,2014-05-14,,,,,2013,,,,,,0.435,0.028,-0.030,0,0,,,,
1506,Kepler-411,b,Transit,1,3.00516000,0.00001000,-0.00001000,0,0.038000,0.001000,-0.001000,0,0.000000,0.350000,0.000000,0,88.270,1.730,-1.830,0,,,,,,0.168,0.018,-0.018,0,,,,,0,1,0,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,,,,,12.231,,0,0,Kepler-band,4974.00,46.00,-51.00,0,0,0.83,0.04,-0.10,0,0,0.79,0.07,-0.06,0,0,2014-05-14,,,,,2013,,,,,,-0.509,0.077,-0.111,0,0,,,,
1507,Kepler-412,b,Transit,1,1.72086040,0.00000030,-0.00000030,0,0.028970,0.000930,-0.000920,0,,,,,80.559,0.084,-0.079,0,0.94100,0.12500,-0.01900,0,Mass,1.341,0.044,-0.046,0,0.52000,0.13000,-0.04000,0,0,1,0,19h04m26.48s,286.110327,+43d40m51.4s,43.680958,1056.00,36.00,-36.00,0,13.730,0.240,0,0,V (Johnson),5750.00,90.00,-90.00,0,0,1.17,0.09,-0.09,0,0,1.29,0.04,-0.04,0,0,2015-10-15,0.94100,0.12500,-0.01900,0,2014,4.30,G3 V,,0,0,,,,,0,,,,
1508,Kepler-413,b,Transit,1,66.26200000,0.02400000,-0.02100000,0,0.355300,0.002000,-0.001800,0,0.118100,0.001800,-0.001700,0,89.929,0.024,-0.016,0,0.21100,0.06900,-0.06600,0,Mass,0.388,0.009,-0.009,0,3.20000,1.00000,-1.00000,0,0,1,0,19h14m02.55s,288.510620,+51d09m44.9s,51.162472,,,,,15.520,,0,0,Kepler-band,4700.00,,,0,0,0.82,0.01,-0.01,0,0,0.78,0.01,-0.01,0,0,2014-05-14,0.21100,0.06900,-0.06600,0,2014,,,,,,,,,,,,,,
1509,Kepler-414,b,Transit Timing Variations,2,4.70000000,,,0,,,,,,,,,,,,,0.01100,0.01100,-0.00900,0,Mass,0.153,0.028,-0.012,0,,,,,1,1,0,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,,,,,13.338,,0,0,Kepler-band,,,,,0,0.89,,,0,0,0.95,,,0,0,2014-05-28,0.01100,0.01100,-0.00900,0,2014,,,,,,,,,,0,,,,
1510,Kepler-414,c,Transit Timing Variations,2,7.17100000,,,0,,,,,,,,,,,,,0.09400,0.03900,-0.03300,0,Mass,0.269,0.048,-0.022,0,,,,,1,1,0,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,,,,,13.338,,0,0,Kepler-band,,,,,0,0.89,,,0,0,0.95,,,0,0,2014-05-28,0.09400,0.03900,-0.03300,0,2014,,,,,,,,,,0,,,,
1511,Kepler-415,b,Transit Timing Variations,2,4.17600000,,,0,,,,,,,,,,,,,0.37700,0.32100,-0.27500,0,Mass,0.108,0.012,-0.009,0,,,,,1,1,0,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,,,,,15.842,,0,0,Kepler-band,,,,,0,0.67,,,0,0,0.64,,,0,0,2014-05-28,0.37700,0.32100,-0.27500,0,2014,,,,,,,,,,0,,,,
1512,Kepler-415,c,Transit Timing Variations,2,8.70800000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,19h35m13.06s,293.804434,+38d38m20.9s,38.639131,,,,,15.842,,0,0,Kepler-band,,,,,0,0.67,,,0,0,0.64,,,0,0,2014-05-28,,,,,2014,,,,,,,,,,0,,,,
1513,Kepler-416,b,Transit Timing Variations,2,6.31900000,,,0,,,,,,,,,,,,,0.18300,0.16800,-0.12400,0,Mass,0.221,0.088,-0.029,0,,,,,1,1,0,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,,,,,14.028,,0,0,Kepler-band,,,,,0,1.00,,,0,0,1.07,,,0,0,2014-05-28,0.18300,0.16800,-0.12400,0,2014,,,,,,,,,,0,,,,
1514,Kepler-416,c,Transit Timing Variations,2,12.20900000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,19h26m13.67s,291.556965,+39d13m38.2s,39.227287,,,,,14.028,,0,0,Kepler-band,,,,,0,1.00,,,0,0,1.07,,,0,0,2014-05-28,,,,,2014,,,,,,,,,,0,,,,
1515,Kepler-417,b,Transit Timing Variations,2,12.33100000,,,0,,,,,,,,,,,,,0.03500,0.02900,-0.02500,0,Mass,0.206,0.077,-0.015,0,,,,,1,1,0,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,,,,,15.886,,0,0,Kepler-band,,,,,0,0.90,,,0,0,0.81,,,0,0,2014-05-28,0.03500,0.02900,-0.02500,0,2014,,,,,,,,,,0,,,,
1516,Kepler-417,c,Transit Timing Variations,2,15.94300000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,19h35m17.84s,293.824314,+42d46m46.9s,42.779705,,,,,15.886,,0,0,Kepler-band,,,,,0,0.90,,,0,0,0.81,,,0,0,2014-05-28,,,,,2014,,,,,,,,,,0,,,,
1517,Kepler-418,b,Transit,1,86.67856000,0.00007000,-0.00007000,0,,,,,0.200000,0.110000,-0.110000,0,89.952,0.041,-0.041,0,1.10000,,,1,Mass,1.200,0.160,-0.160,0,,,,,0,1,0,19h37m44.04s,294.433512,+38d21m19.6s,38.355450,,,,,14.696,,0,0,Kepler-band,5820.00,100.00,-100.00,0,0,0.98,0.08,-0.08,0,0,1.09,0.14,-0.14,0,0,2014-05-28,1.10000,,,1,2014,,,,,,,,,,0,,,,
1518,Kepler-419,b,Transit,2,69.75460000,0.00070000,-0.00090000,0,0.370000,0.007000,-0.006000,0,0.833000,0.013000,-0.013000,0,88.950,0.140,-0.170,0,2.50000,0.30000,-0.30000,0,Mass,0.960,0.120,-0.120,0,,,,,1,1,0,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,,,,,13.005,,0,0,Kepler-band,6430.00,79.00,-79.00,0,0,1.39,0.08,-0.07,0,0,1.74,0.07,-0.07,0,0,2014-06-25,2.50000,0.30000,-0.30000,0,2014,,,,,,,,,,0,,,,
1519,Kepler-419,c,Transit Timing Variations,2,675.47000000,0.11000000,-0.11000000,0,1.680000,0.030000,-0.030000,0,0.184000,0.002000,-0.002000,0,88.000,3.000,-2.000,0,7.30000,0.40000,-0.40000,0,Mass,,,,,,,,,0,1,0,19h41m40.30s,295.417899,+51d11m05.2s,51.184765,,,,,13.005,,0,0,Kepler-band,6430.00,79.00,-79.00,0,0,1.39,0.08,-0.07,0,0,1.74,0.07,-0.07,0,0,2014-06-25,7.30000,0.40000,-0.40000,0,2014,,,,,,,,,,0,,,,
1520,Kepler-42,b,Transit,3,1.21376720,0.00000460,-0.00000460,0,0.011600,,,0,,,,,,,,,,,,,,0.070,0.020,-0.020,0,,,,,0,1,0,19h28m52.57s,292.219033,+44d37m09.0s,44.619160,38.70,6.30,-6.30,0,16.124,0.055,0,0,V (Johnson),3068.00,174.00,-174.00,0,0,0.13,0.05,-0.05,0,0,0.17,0.04,-0.04,0,0,2014-05-14,,,,,2011,6.00,M,,,0,-2.620,0.300,-0.300,0,0,,,,
1521,Kepler-42,c,Transit,3,0.45328509,0.00000097,-0.00000097,0,0.006000,,,0,,,,,,,,,,,,,,0.065,0.018,-0.018,0,,,,,0,1,0,19h28m52.57s,292.219033,+44d37m09.0s,44.619160,38.70,6.30,-6.30,0,16.124,0.055,0,0,V (Johnson),3068.00,174.00,-174.00,0,0,0.13,0.05,-0.05,0,0,0.17,0.04,-0.04,0,0,2014-05-14,,,,,2011,6.00,M,,,0,-2.620,0.300,-0.300,0,0,,,,
1522,Kepler-42,d,Transit,3,1.86516900,0.00001400,-0.00001400,0,0.015400,,,0,,,,,,,,,,,,,,0.051,0.016,-0.016,0,,,,,0,1,0,19h28m52.57s,292.219033,+44d37m09.0s,44.619160,38.70,6.30,-6.30,0,16.124,0.055,0,0,V (Johnson),3068.00,174.00,-174.00,0,0,0.13,0.05,-0.05,0,0,0.17,0.04,-0.04,0,0,2014-05-14,,,,,2011,6.00,M,,,0,-2.620,0.300,-0.300,0,0,,,,
1523,Kepler-420,b,Transit,1,86.64766100,0.00003400,-0.00003400,0,0.382000,0.006000,-0.006000,0,0.772000,0.045000,-0.045000,0,89.660,0.240,-0.380,0,1.45000,0.35000,-0.35000,0,Mass,0.940,0.120,-0.120,0,2.10000,1.20000,-1.20000,0,0,1,0,19h24m54.04s,291.225180,+44d55m38.6s,44.927383,900.00,110.00,-110.00,0,14.867,0.062,0,0,V (Johnson),5520.00,80.00,-80.00,0,0,0.99,0.05,-0.05,0,0,1.13,0.14,-0.14,0,0,2014-06-25,1.45000,0.35000,-0.35000,0,2014,4.50,G5 V,,0,0,,,,,0,0.963,0.116,0,0
